zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000038658,CAVIN4,ENSDARG00000038658,cavin4a
ENSDARG00000019233,NLN,ENSDARG00000019233,nln
ENSDARG00000031819,EIF4EBP2,ENSDARG00000031819,eif4ebp2
ENSDARG00000039051,HHATL,ENSDARG00000039051,hhatla
ENSDARG00000024478,MPC2,ENSDARG00000024478,mpc2
ENSDARG00000079688,TNRC6A,ENSDARG00000079688,tnrc6a
ENSDARG00000003902,CTSL,ENSDARG00000003902,ctsl.1
ENSDARG00000003902,CTSV,ENSDARG00000003902,ctsl.1
ENSDARG00000003902,CTSW,ENSDARG00000003902,ctsl.1
ENSDARG00000003902,CTSF,ENSDARG00000003902,ctsl.1
ENSDARG00000045453,F13A1,ENSDARG00000045453,f13a1a.1
ENSDARG00000045051,SLC16A3,ENSDARG00000045051,slc16a3
ENSDARG00000007960,HNRNPAB,ENSDARG00000007960,hnrnpaba
ENSDARG00000099148,BZW1,ENSDARG00000099148,bzw1b
ENSDARG00000053047,EIF2S2,ENSDARG00000053047,eif2s2
ENSDARG00000115205,PZP,ENSDARG00000115205,zgc_171445
ENSDARG00000115205,A2ML1,ENSDARG00000115205,zgc_171445
ENSDARG00000044153,PPP1CB,ENSDARG00000044153,ppp1cb
ENSDARG00000104478,CAP2,ENSDARG00000104478,cap2
ENSDARG00000052515,CALCOCO2,ENSDARG00000052515,calcoco2
ENSDARG00000056186,EIF5A,ENSDARG00000056186,eif5a2
ENSDARG00000056186,EIF5A2,ENSDARG00000056186,eif5a2
ENSDARG00000056186,EIF5AL1,ENSDARG00000056186,eif5a2
ENSDARG00000060594,HADHA,ENSDARG00000060594,hadhab
ENSDARG00000071445,MYOZ1,ENSDARG00000071445,myoz1b
ENSDARG00000068214,CCNI,ENSDARG00000068214,ccni
ENSDARG00000017299,PMP2,ENSDARG00000017299,fabp11a
ENSDARG00000017299,FABP5,ENSDARG00000017299,fabp11a
ENSDARG00000017299,FABP12,ENSDARG00000017299,fabp11a
ENSDARG00000017299,FABP9,ENSDARG00000017299,fabp11a
ENSDARG00000056856,TAX1BP1,ENSDARG00000056856,tax1bp1b
ENSDARG00000014554,PPP1R3C,ENSDARG00000014554,ppp1r3cb
ENSDARG00000074764,PZP,ENSDARG00000074764,zgc_171426
ENSDARG00000074764,A2ML1,ENSDARG00000074764,zgc_171426
ENSDARG00000004060,BHLHE40,ENSDARG00000004060,bhlhe40
ENSDARG00000100515,DUSP1,ENSDARG00000100515,dusp1
ENSDARG00000031495,SET,ENSDARG00000031495,seta
ENSDARG00000017775,ATP5MC3,ENSDARG00000017775,atp5mc3a
ENSDARG00000043531,JUN,ENSDARG00000043531,jun
ENSDARG00000025350,PRDX1,ENSDARG00000025350,prdx2
ENSDARG00000054272,CAPRIN1,ENSDARG00000054272,caprin1b
ENSDARG00000042644,SOD2,ENSDARG00000042644,sod2
ENSDARG00000077301,MLF1,ENSDARG00000077301,mlf1
ENSDARG00000045399,CCT5,ENSDARG00000045399,cct5
ENSDARG00000104066,DNAJA2,ENSDARG00000104066,dnaja2a
ENSDARG00000013078,YWHAB,ENSDARG00000013078,ywhaba
ENSDARG00000043313,ANK2,ENSDARG00000043313,ank2b
ENSDARG00000040374,TMEM182,ENSDARG00000040374,tmem182a
ENSDARG00000102571,METAP2,ENSDARG00000102571,metap2b
ENSDARG00000003035,HSPA9,ENSDARG00000003035,hspa9
ENSDARG00000104889,KPNB1,ENSDARG00000104889,kpnb1
ENSDARG00000036894,AIMP1,ENSDARG00000036894,aimp1b
ENSDARG00000001940,DNAJC1,ENSDARG00000001940,dnajc1
ENSDARG00000008454,CPEB1,ENSDARG00000008454,cpeb1b
ENSDARG00000056005,DNAJB1,ENSDARG00000056005,dnajc18
ENSDARG00000056005,DNAJB7,ENSDARG00000056005,dnajc18
ENSDARG00000056005,DNAJB8,ENSDARG00000056005,dnajc18
ENSDARG00000052244,KIAA0232,ENSDARG00000052244,zgc_158564
ENSDARG00000040237,MEF2D,ENSDARG00000040237,mef2d
ENSDARG00000005355,LARP6,ENSDARG00000005355,larp6a
ENSDARG00000101585,TECR,ENSDARG00000101585,tecra
ENSDARG00000052304,UQCRC1,ENSDARG00000052304,uqcrc1
ENSDARG00000053404,PPP2CA,ENSDARG00000053404,PPP2CA
ENSDARG00000014763,ARF1,ENSDARG00000014763,arf2a
ENSDARG00000014763,ARL17A,ENSDARG00000014763,arf2a
ENSDARG00000014763,ARL17B,ENSDARG00000014763,arf2a
ENSDARG00000042777,NDUFA11,ENSDARG00000042777,ndufa11
ENSDARG00000087911,PSME4,ENSDARG00000087911,psme4a
ENSDARG00000026369,DBI,ENSDARG00000026369,dbi
ENSDARG00000076815,EIF3A,ENSDARG00000076815,eif3s10
ENSDARG00000037559,UBA7,ENSDARG00000037559,uba1
ENSDARG00000006526,FN1,ENSDARG00000006526,fn1b
ENSDARG00000020261,RAB2A,ENSDARG00000020261,rab2a
ENSDARG00000021439,NCOA4,ENSDARG00000021439,ncoa4
ENSDARG00000020298,BTG2,ENSDARG00000020298,btg2
ENSDARG00000057128,HADHA,ENSDARG00000057128,hadhaa
ENSDARG00000099663,COX5A,ENSDARG00000099663,cox5ab
ENSDARG00000103747,CAV1,ENSDARG00000103747,cav1
ENSDARG00000039066,KLHL31,ENSDARG00000039066,klhl31
ENSDARG00000038028,NDUFA6,ENSDARG00000038028,ndufa6
ENSDARG00000018149,SLC38A4,ENSDARG00000018149,slc38a4
ENSDARG00000019706,ZAR1,ENSDARG00000019706,zar1
ENSDARG00000003854,ACSL1,ENSDARG00000003854,acsl1b
ENSDARG00000105243,OGT,ENSDARG00000105243,ogt.1
ENSDARG00000045888,ACAT1,ENSDARG00000045888,acat1
ENSDARG00000017891,TCP1,ENSDARG00000017891,tcp1
ENSDARG00000043236,CCNA1,ENSDARG00000043236,ccna1
ENSDARG00000013931,EIF3M,ENSDARG00000013931,eif3m
ENSDARG00000103994,PPIA,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4G,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4A,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4H,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4E,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4F,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4C,ENSDARG00000103994,ppiab
ENSDARG00000103994,PPIAL4D,ENSDARG00000103994,ppiab
ENSDARG00000017741,G3BP1,ENSDARG00000017741,g3bp1
ENSDARG00000060457,PMP22,ENSDARG00000060457,pmp22b
ENSDARG00000102115,NDUFC2,ENSDARG00000102115,ndufc2
ENSDARG00000027169,KPNA7,ENSDARG00000027169,kpna7
ENSDARG00000008243,CCT8,ENSDARG00000008243,cct8
ENSDARG00000100020,PIM1,ENSDARG00000100020,pim1
ENSDARG00000009106,SERINC1,ENSDARG00000009106,serinc1
ENSDARG00000001975,HSD11B2,ENSDARG00000001975,hsd11b2
ENSDARG00000022767,APOB,ENSDARG00000022767,apobb.1
ENSDARG00000104517,UQCR10,ENSDARG00000104517,uqcr10
ENSDARG00000021669,SEC61A1,ENSDARG00000021669,sec61a1
ENSDARG00000091260,MYLK4,ENSDARG00000091260,mylk4a
ENSDARG00000009779,MCL1,ENSDARG00000009779,mcl1a
ENSDARG00000039931,SLC25A33,ENSDARG00000039931,slc25a33
ENSDARG00000103744,HACD1,ENSDARG00000103744,hacd1
ENSDARG00000005840,GOT2,ENSDARG00000005840,got2b
ENSDARG00000059768,GPATCH8,ENSDARG00000059768,gpatch8
ENSDARG00000104267,POSTN,ENSDARG00000104267,postnb
ENSDARG00000060796,SLC20A2,ENSDARG00000060796,slc20a2
ENSDARG00000077293,SYNPO2L,ENSDARG00000077293,synpo2la
ENSDARG00000074667,AKT1S1,ENSDARG00000074667,akt1s1
ENSDARG00000059097,NKTR,ENSDARG00000059097,nktr
ENSDARG00000099889,STYXL2,ENSDARG00000099889,dusp27
ENSDARG00000042552,CACNA1S,ENSDARG00000042552,cacna1sb
ENSDARG00000058799,MYBPH,ENSDARG00000058799,mybpha
ENSDARG00000011615,MYBPC3,ENSDARG00000011615,mybpc3
ENSDARG00000092362,HSPA2,ENSDARG00000092362,hsp70.2
ENSDARG00000040184,SYNCRIP,ENSDARG00000040184,syncrip
ENSDARG00000008433,UNC45B,ENSDARG00000008433,unc45b
ENSDARG00000035918,BZW2,ENSDARG00000035918,bzw2
ENSDARG00000020711,RRM2,ENSDARG00000020711,rrm2
ENSDARG00000016904,BCKDK,ENSDARG00000016904,bckdk
ENSDARG00000104836,MYOM1,ENSDARG00000104836,myom1b
ENSDARG00000039943,TENT5B,ENSDARG00000039943,tent5ba
ENSDARG00000036489,MAF1,ENSDARG00000036489,zgc_112356
ENSDARG00000020377,EIF4G2,ENSDARG00000020377,eif4g2a
ENSDARG00000057368,RPS8,ENSDARG00000057368,rps8b
ENSDARG00000014915,NDUFAB1,ENSDARG00000014915,ndufab1b
ENSDARG00000015524,PRPS1,ENSDARG00000015524,prps1a
ENSDARG00000015524,PRPS1L1,ENSDARG00000015524,prps1a
ENSDARG00000055064,PRDX5,ENSDARG00000055064,prdx5
ENSDARG00000062397,NDST1,ENSDARG00000062397,ndst1a
ENSDARG00000104702,CAT,ENSDARG00000104702,cat
ENSDARG00000070826,BPGM,ENSDARG00000070826,bpgm
ENSDARG00000013708,USP9Y,ENSDARG00000013708,usp9
ENSDARG00000013708,USP9X,ENSDARG00000013708,usp9
ENSDARG00000027744,GADD45B,ENSDARG00000027744,gadd45ba
ENSDARG00000102995,RBM24,ENSDARG00000102995,rbm24a
ENSDARG00000004735,HNRNPU,ENSDARG00000004735,hnrnpub
ENSDARG00000006019,TKTL2,ENSDARG00000006019,tktb
ENSDARG00000100742,REEP5,ENSDARG00000100742,reep5
ENSDARG00000101858,DST,ENSDARG00000101858,FQ311894.1
ENSDARG00000109774,FH,ENSDARG00000109774,CABZ01084963.1
ENSDARG00000038107,SGCG,ENSDARG00000038107,sgcg
ENSDARG00000011125,SNRPB,ENSDARG00000011125,snrpb
ENSDARG00000030765,HADH,ENSDARG00000030765,hadh
ENSDARG00000021059,ALAS1,ENSDARG00000021059,alas1
ENSDARG00000099966,POLR2A,ENSDARG00000099966,polr2a
ENSDARG00000057484,SRSF2,ENSDARG00000057484,srsf2a
ENSDARG00000057484,SRSF8,ENSDARG00000057484,srsf2a
ENSDARG00000016889,EIF3G,ENSDARG00000016889,eif3g
ENSDARG00000041400,NDUFA3,ENSDARG00000041400,ndufa3
ENSDARG00000039486,BAG3,ENSDARG00000039486,bag3
ENSDARG00000051756,PDHX,ENSDARG00000051756,pdhx
ENSDARG00000006397,LAPTM4A,ENSDARG00000006397,laptm4a
ENSDARG00000006200,EIF4G1,ENSDARG00000006200,eif4g1a
ENSDARG00000038066,KPNA2,ENSDARG00000038066,kpna2
ENSDARG00000021924,HSPA2,ENSDARG00000021924,hsp70.3
ENSDARG00000028396,FKBP5,ENSDARG00000028396,fkbp5
ENSDARG00000098280,RBM5,ENSDARG00000098280,rbm5
ENSDARG00000016173,CCT3,ENSDARG00000016173,cct3
ENSDARG00000057903,TRDN,ENSDARG00000057903,si_ch211-266g18.10
ENSDARG00000026871,UCHL1,ENSDARG00000026871,uchl1
ENSDARG00000006257,VLDLR,ENSDARG00000006257,vldlr
ENSDARG00000040314,PSPH,ENSDARG00000040314,psph
ENSDARG00000012694,C3,ENSDARG00000012694,c3a.1
ENSDARG00000076780,ACADSB,ENSDARG00000076780,acadsb
ENSDARG00000038559,H1-0,ENSDARG00000038559,h1f0
ENSDARG00000008835,PZP,ENSDARG00000008835,si_dkey-46g23.5
ENSDARG00000008835,A2ML1,ENSDARG00000008835,si_dkey-46g23.5
ENSDARG00000061379,CMYA5,ENSDARG00000061379,cmya5
ENSDARG00000103740,FUNDC2,ENSDARG00000103740,fundc2
ENSDARG00000070822,CNP,ENSDARG00000070822,cnp
ENSDARG00000010481,BZW1,ENSDARG00000010481,bzw1a
ENSDARG00000101849,ADIPOR2,ENSDARG00000101849,adipor2
ENSDARG00000061579,MYO1C,ENSDARG00000061579,myo1cb
ENSDARG00000037259,NDUFB6,ENSDARG00000037259,ndufb6
ENSDARG00000002791,ATP1A1,ENSDARG00000002791,atp1a1a.1
ENSDARG00000045560,MYBPC1,ENSDARG00000045560,mybpc1
ENSDARG00000044975,KRT19,ENSDARG00000044975,krt94
ENSDARG00000060238,UACA,ENSDARG00000060238,uacab
ENSDARG00000099039,PCBP2,ENSDARG00000099039,pcbp2
ENSDARG00000061272,SLC41A3,ENSDARG00000061272,BX294434.1
ENSDARG00000088091,PFN1,ENSDARG00000088091,pfn1
ENSDARG00000057414,PHB1,ENSDARG00000057414,phb
ENSDARG00000010965,PSMA8,ENSDARG00000010965,psma8
ENSDARG00000098574,SRSF11,ENSDARG00000098574,srsf11
ENSDARG00000019231,SPTAN1,ENSDARG00000019231,sptan1
ENSDARG00000069734,HBE1,ENSDARG00000069734,hbba2
ENSDARG00000039208,NASP,ENSDARG00000039208,nasp
ENSDARG00000003920,SET,ENSDARG00000003920,setb
ENSDARG00000011613,RBM39,ENSDARG00000011613,rbm39a
ENSDARG00000097238,HBE1,ENSDARG00000097238,hbba1
ENSDARG00000022303,HIGD1B,ENSDARG00000022303,higd1a
ENSDARG00000022303,HIGD1A,ENSDARG00000022303,higd1a
ENSDARG00000022303,HIGD1C,ENSDARG00000022303,higd1a
ENSDARG00000042725,CEBPB,ENSDARG00000042725,cebpb
ENSDARG00000076836,GPX4,ENSDARG00000076836,gpx4b
ENSDARG00000030053,EEF1D,ENSDARG00000030053,eef1db
ENSDARG00000031435,TXN,ENSDARG00000031435,TXN
ENSDARG00000078311,DCAF6,ENSDARG00000078311,dcaf6
ENSDARG00000007795,CST3,ENSDARG00000007795,cst3
ENSDARG00000104470,SYNGR2,ENSDARG00000104470,syngr2b
ENSDARG00000016545,CRAT,ENSDARG00000016545,zgc_154046
ENSDARG00000091253,SMYD1,ENSDARG00000091253,smyd1b
ENSDARG00000012311,MYOZ2,ENSDARG00000012311,myoz2a
ENSDARG00000039887,C1QBP,ENSDARG00000039887,c1qbp
ENSDARG00000104696,APOO,ENSDARG00000104696,apooa
ENSDARG00000012682,PFN2,ENSDARG00000012682,pfn2l
ENSDARG00000053684,ALDOB,ENSDARG00000053684,aldob
ENSDARG00000028198,UBE2V2,ENSDARG00000028198,ube2v2
ENSDARG00000077934,TMBIM6,ENSDARG00000077934,tegt
ENSDARG00000036180,CCNB2,ENSDARG00000036180,ccnb2
ENSDARG00000001578,ECHS1,ENSDARG00000001578,echs1
ENSDARG00000103854,PDLIM7,ENSDARG00000103854,pdlim7
ENSDARG00000021343,WSB1,ENSDARG00000021343,wsb1
ENSDARG00000009978,S100A16,ENSDARG00000009978,icn
ENSDARG00000002523,HSDL2,ENSDARG00000002523,hsdl2
ENSDARG00000104953,STT3A,ENSDARG00000104953,stt3a
ENSDARG00000100374,TXNRD3,ENSDARG00000100374,txnrd3
ENSDARG00000051975,CD99,ENSDARG00000051975,cd99
ENSDARG00000045302,SMPX,ENSDARG00000045302,smpx
ENSDARG00000015050,CALM2,ENSDARG00000015050,calm2b
ENSDARG00000038881,ACAA2,ENSDARG00000038881,acaa2
ENSDARG00000102412,ECI2,ENSDARG00000102412,eci2
ENSDARG00000101557,SCARB1,ENSDARG00000101557,scarb1
ENSDARG00000000861,SCRIB,ENSDARG00000000861,scrib
ENSDARG00000012609,MMP20,ENSDARG00000012609,hpxa
ENSDARG00000012609,MMP27,ENSDARG00000012609,hpxa
ENSDARG00000012609,MMP3,ENSDARG00000012609,hpxa
ENSDARG00000012609,MMP10,ENSDARG00000012609,hpxa
ENSDARG00000012609,MMP26,ENSDARG00000012609,hpxa
ENSDARG00000012609,MMP12,ENSDARG00000012609,hpxa
ENSDARG00000026842,ACIN1,ENSDARG00000026842,acin1b
ENSDARG00000034700,VEGFA,ENSDARG00000034700,vegfab
ENSDARG00000103288,PDPR,ENSDARG00000103288,PDPR
ENSDARG00000035676,PTP4A2,ENSDARG00000035676,ptp4a2b
ENSDARG00000030139,SDHD,ENSDARG00000030139,sdhdb
ENSDARG00000040009,PALLD,ENSDARG00000040009,palld
ENSDARG00000042837,ATP1B3,ENSDARG00000042837,atp1b3b
ENSDARG00000025254,S100A12,ENSDARG00000025254,s100a10b
ENSDARG00000000568,ELL,ENSDARG00000000568,ell
ENSDARG00000058606,SIK1,ENSDARG00000058606,sik1
ENSDARG00000008363,MCL1,ENSDARG00000008363,mcl1b
ENSDARG00000100979,PZP,ENSDARG00000100979,CABZ01075618.1
ENSDARG00000100979,A2ML1,ENSDARG00000100979,CABZ01075618.1
ENSDARG00000003281,PIK3IP1,ENSDARG00000003281,pik3ip1
ENSDARG00000021984,NDUFA2,ENSDARG00000021984,ndufa2
ENSDARG00000018426,ALDH7A1,ENSDARG00000018426,aldh7a1
ENSDARG00000057317,NEXN,ENSDARG00000057317,nexn
ENSDARG00000010246,PRMT1,ENSDARG00000010246,prmt1
ENSDARG00000032049,ENAH,ENSDARG00000032049,enah
ENSDARG00000070170,SCN1B,ENSDARG00000070170,si_ch211-225p5.8
ENSDARG00000004261,TMED9,ENSDARG00000004261,tmed9
ENSDARG00000037488,CANX,ENSDARG00000037488,canx
ENSDARG00000013776,THOP1,ENSDARG00000013776,thop1
ENSDARG00000025855,CAMK2N2,ENSDARG00000025855,camk2n1a
ENSDARG00000011555,SPAG7,ENSDARG00000011555,spag7
ENSDARG00000052690,ARRDC3,ENSDARG00000052690,arrdc3a
ENSDARG00000051762,DNAJA4,ENSDARG00000051762,CABZ01080568.1
ENSDARG00000077776,CSNK2B,ENSDARG00000077776,csnk2b
ENSDARG00000076223,SERP1,ENSDARG00000076223,SERP1
ENSDARG00000052641,KPNA3,ENSDARG00000052641,kpna3
ENSDARG00000032430,PPP2R1B,ENSDARG00000032430,ppp2r1bb
ENSDARG00000011055,FBXO9,ENSDARG00000011055,fbxo9
ENSDARG00000022101,OBSCN,ENSDARG00000022101,obscnb
ENSDARG00000031761,DAB2,ENSDARG00000031761,dab2
ENSDARG00000062790,TACC2,ENSDARG00000062790,CU639469.1
ENSDARG00000088813,PPP1R3A,ENSDARG00000088813,ppp1r3ab
ENSDARG00000091090,XIRP2,ENSDARG00000091090,xirp2b
ENSDARG00000007671,IL12RB1,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL27RA,ENSDARG00000007671,ghrb
ENSDARG00000007671,GHR,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL13RA1,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL11RA,ENSDARG00000007671,ghrb
ENSDARG00000007671,OSMR,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL2RG,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL6R,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL23R,ENSDARG00000007671,ghrb
ENSDARG00000007671,IL3RA,ENSDARG00000007671,ghrb
ENSDARG00000007671,CRLF2,ENSDARG00000007671,ghrb
ENSDARG00000054155,PCNA,ENSDARG00000054155,pcna
ENSDARG00000008969,FGB,ENSDARG00000008969,fgb
ENSDARG00000078322,COL12A1,ENSDARG00000078322,col12a1a
ENSDARG00000054696,PSMB4,ENSDARG00000054696,psmb4
ENSDARG00000005454,TACC3,ENSDARG00000005454,tacc3
ENSDARG00000100452,NOP53,ENSDARG00000100452,nop53
ENSDARG00000053973,FETUB,ENSDARG00000053973,fetub
ENSDARG00000053973,HRG,ENSDARG00000053973,fetub
ENSDARG00000034705,PVALB,ENSDARG00000034705,pvalb7
ENSDARG00000058419,GCN1,ENSDARG00000058419,gcn1
ENSDARG00000076532,PTMA,ENSDARG00000076532,si_ch211-222l21.1
ENSDARG00000013670,HYOU1,ENSDARG00000013670,hyou1
ENSDARG00000098627,GSPT1,ENSDARG00000098627,gspt1l
ENSDARG00000012314,USP25,ENSDARG00000012314,usp25
ENSDARG00000052728,SLTM,ENSDARG00000052728,sltm
ENSDARG00000052975,UBQLN4,ENSDARG00000052975,ubqln4
ENSDARG00000037266,MYOZ2,ENSDARG00000037266,myoz2b
ENSDARG00000079504,MFN2,ENSDARG00000079504,mfn2
ENSDARG00000075570,IDE,ENSDARG00000075570,ide
ENSDARG00000043502,CCDC124,ENSDARG00000043502,ccdc124
ENSDARG00000101813,NAP1L1,ENSDARG00000101813,nap1l1
ENSDARG00000023151,UCP1,ENSDARG00000023151,ucp1
ENSDARG00000054804,ANP32E,ENSDARG00000054804,anp32e
ENSDARG00000104674,CCT2,ENSDARG00000104674,cct2
ENSDARG00000035835,EEF2K,ENSDARG00000035835,eef2k
ENSDARG00000057328,ZFP36,ENSDARG00000057328,cth1
ENSDARG00000030756,DNMT1,ENSDARG00000030756,dnmt1
ENSDARG00000102674,CKAP5,ENSDARG00000102674,ckap5
ENSDARG00000056160,HSPD1,ENSDARG00000056160,hspd1
ENSDARG00000003189,PSMD1,ENSDARG00000003189,psmd1
ENSDARG00000012848,ARIH2,ENSDARG00000012848,arih2
ENSDARG00000026908,TMED2,ENSDARG00000026908,tmed2
ENSDARG00000056583,NDUFS6,ENSDARG00000056583,ndufs6
ENSDARG00000026726,ANXA1,ENSDARG00000026726,anxa1a
ENSDARG00000100741,CDC20,ENSDARG00000100741,cdc20
ENSDARG00000013335,ANXA6,ENSDARG00000013335,anxa6
ENSDARG00000044565,OLA1,ENSDARG00000044565,ola1
ENSDARG00000086618,PSMA3,ENSDARG00000086618,psma3
ENSDARG00000009418,MEF2C,ENSDARG00000009418,mef2cb
ENSDARG00000070734,DYRK4,ENSDARG00000070734,dyrk4
ENSDARG00000012066,DCN,ENSDARG00000012066,dcn
ENSDARG00000026180,PRPF8,ENSDARG00000026180,prpf8
ENSDARG00000045373,PABPN1,ENSDARG00000045373,pabpn1
ENSDARG00000078696,SYNPO2L,ENSDARG00000078696,synpo2lb
ENSDARG00000009950,EDF1,ENSDARG00000009950,edf1
ENSDARG00000008407,TSPAN7,ENSDARG00000008407,tspan7b
ENSDARG00000101082,EIF3L,ENSDARG00000101082,eif3s6ip
ENSDARG00000016477,EIF4A2,ENSDARG00000016477,eif4a2
ENSDARG00000103811,AGL,ENSDARG00000103811,agla
ENSDARG00000101289,SLC29A1,ENSDARG00000101289,slc29a1a
ENSDARG00000002644,RGS5,ENSDARG00000002644,rgs5a
ENSDARG00000037962,PSMB7,ENSDARG00000037962,psmb7
ENSDARG00000036161,HNRNPA3,ENSDARG00000036161,hnrnpa0l
ENSDARG00000018492,ZNF503,ENSDARG00000018492,znf503
ENSDARG00000030722,XIRP1,ENSDARG00000030722,xirp1
ENSDARG00000003127,KIAA1191,ENSDARG00000003127,zgc_123105
ENSDARG00000063295,MYH9,ENSDARG00000063295,myh9a
ENSDARG00000016153,DAG1,ENSDARG00000016153,dag1
ENSDARG00000019205,FAM120C,ENSDARG00000019205,fam120c
ENSDARG00000017571,MCCC2,ENSDARG00000017571,mccc2
ENSDARG00000104782,OAZ3,ENSDARG00000104782,oaz1b
ENSDARG00000109510,LSM12,ENSDARG00000109510,lsm12b
ENSDARG00000061923,AMOTL2,ENSDARG00000061923,amotl2a
ENSDARG00000034293,HIF1A,ENSDARG00000034293,hif1ab
ENSDARG00000032919,CHCHD3,ENSDARG00000032919,chchd3a
ENSDARG00000038473,UBE2D3,ENSDARG00000038473,ube2d3
ENSDARG00000068940,ATP5ME,ENSDARG00000068940,atp5meb
ENSDARG00000021550,RAD23B,ENSDARG00000021550,rad23b
ENSDARG00000071031,SNX1,ENSDARG00000071031,snx1a
ENSDARG00000003216,ANXA2,ENSDARG00000003216,anxa2a
ENSDARG00000037116,CXCL12,ENSDARG00000037116,cxcl12a
ENSDARG00000054355,DCAF7,ENSDARG00000054355,dcaf7
ENSDARG00000020239,LPIN1,ENSDARG00000020239,lpin1
ENSDARG00000023190,KPNA4,ENSDARG00000023190,kpna4
ENSDARG00000008880,USP28,ENSDARG00000008880,usp28
ENSDARG00000004173,COPA,ENSDARG00000004173,copa
ENSDARG00000014017,RRM1,ENSDARG00000014017,rrm1
ENSDARG00000006766,SND1,ENSDARG00000006766,snd1
ENSDARG00000012820,NOP56,ENSDARG00000012820,nop56
ENSDARG00000006062,AKAP1,ENSDARG00000006062,akap1b
ENSDARG00000114552,SIVA1,ENSDARG00000114552,siva1
ENSDARG00000045019,AAMP,ENSDARG00000045019,aamp
ENSDARG00000099186,SLC1A5,ENSDARG00000099186,slc1a5
ENSDARG00000060036,AIMP1,ENSDARG00000060036,aimp1a
ENSDARG00000087303,CEBPD,ENSDARG00000087303,cebpd
ENSDARG00000031494,PRRC2A,ENSDARG00000031494,prrc2a
ENSDARG00000105177,ILF3,ENSDARG00000105177,ilf3b
ENSDARG00000100826,HIF3A,ENSDARG00000100826,hif1al
ENSDARG00000012369,RDH10,ENSDARG00000012369,rdh10b
ENSDARG00000104173,TUFM,ENSDARG00000104173,tufm
ENSDARG00000068478,GPX5,ENSDARG00000068478,gpx4a
ENSDARG00000054864,APLP2,ENSDARG00000054864,aplp2
ENSDARG00000060554,MMUT,ENSDARG00000060554,mut
ENSDARG00000055250,CCNP,ENSDARG00000055250,cntd2
ENSDARG00000102640,PDIA3,ENSDARG00000102640,pdia3
ENSDARG00000077180,SLC17A2,ENSDARG00000077180,slc37a4b
ENSDARG00000077180,SLC17A5,ENSDARG00000077180,slc37a4b
ENSDARG00000077180,SLC17A3,ENSDARG00000077180,slc37a4b
ENSDARG00000077180,SLC17A1,ENSDARG00000077180,slc37a4b
ENSDARG00000077180,SLC17A4,ENSDARG00000077180,slc37a4b
ENSDARG00000006408,HMGB3,ENSDARG00000006408,hmgb3b
ENSDARG00000019302,MID1IP1,ENSDARG00000019302,mid1ip1b
ENSDARG00000074894,MYORG,ENSDARG00000074894,myorg
ENSDARG00000103712,PLPP7,ENSDARG00000103712,plpp7a
ENSDARG00000076312,MYOT,ENSDARG00000076312,myot
ENSDARG00000015201,PCMT1,ENSDARG00000015201,pcmt
ENSDARG00000009525,TIA1,ENSDARG00000009525,tial1
ENSDARG00000059323,RPN1,ENSDARG00000059323,rpn1
ENSDARG00000041699,PIWIL1,ENSDARG00000041699,piwil1
ENSDARG00000020504,H3-5,ENSDARG00000020504,h3f3a
ENSDARG00000020504,H3Y2,ENSDARG00000020504,h3f3a
ENSDARG00000020504,H3Y1,ENSDARG00000020504,h3f3a
ENSDARG00000070674,PSMD6,ENSDARG00000070674,psmd6
ENSDARG00000008383,ARPC1A,ENSDARG00000008383,arpc1a
ENSDARG00000058548,BVES,ENSDARG00000058548,bves
ENSDARG00000104643,TUBA3D,ENSDARG00000104643,tuba7l
ENSDARG00000104643,TUBA3C,ENSDARG00000104643,tuba7l
ENSDARG00000116835,PARK7,ENSDARG00000116835,park7
ENSDARG00000009021,CHRNA1,ENSDARG00000009021,chrna1
ENSDARG00000089413,MBP,ENSDARG00000089413,mbpb
ENSDARG00000103612,AKT2,ENSDARG00000103612,akt2l
ENSDARG00000010641,SLC20A1,ENSDARG00000010641,slc20a1b
ENSDARG00000029248,FUBP1,ENSDARG00000029248,fubp1
ENSDARG00000026595,PAFAH1B1,ENSDARG00000026595,pafah1b1b
ENSDARG00000040295,APOE,ENSDARG00000040295,apoeb
ENSDARG00000014571,CTNNB1,ENSDARG00000014571,ctnnb1
ENSDARG00000023536,NNT,ENSDARG00000023536,nnt
ENSDARG00000000796,NR4A1,ENSDARG00000000796,nr4a1
ENSDARG00000012593,COL5A1,ENSDARG00000012593,col5a1
ENSDARG00000058128,MSN,ENSDARG00000058128,msna
ENSDARG00000036675,HNRNPA1,ENSDARG00000036675,hnrnpa1b
ENSDARG00000036675,HNRNPA1L2,ENSDARG00000036675,hnrnpa1b
